ID,Nom,Secteur,Adresse,CodePostal,Ville,Pays,Telephone,Email,TVA,IBAN,BIC,LogoPath
BUS027,Music & Co,Muziek,34 Straat de Flandre,8500,Kortrijk,België,+32 138 816 84 38,contact@music--co.be,BE0834018291,BE22 4324 7616 2216,GEBABEBB,assets/logos/business_027.svg
BUS028,Cuir & Tradition,Lederwaren,59 Plein Sainte-Catherine,5000,Namen,België,+32 645 717 66 29,contact@cuir--tradition.be,BE0445637351,BE26 4376 7365 5182,KREDBEBB,assets/logos/business_028.svg
BUS029,Électricité Générale,Elektriciteit,148 Boulevard Anspach,4800,Verviers,België,+32 676 913 63 15,contact@lectricit-gnrale.be,BE0973770450,BE11 6852 2370 8732,GKCCBEBB,assets/logos/business_029.svg
BUS030,Plomberie Express,Loodgieterij,86 Straat du Commerce,8800,Roeselare,België,+32 427 521 37 38,contact@plomberie-express.be,BE0819421067,BE40 7810 3443 3218,BBRUBEBB,assets/logos/business_030.svg
BUS031,Chauffage Confort,Chauffage,73 Steenweg de Waterloo,4800,Verviers,België,+32 753 916 49 46,contact@chauffage-confort.be,BE0723828081,BE20 2466 3612 3253,GEBABEBB,assets/logos/business_031.svg
BUS032,Peinture Déco,Peinture,199 Straat de Flandre,3500,Hasselt,België,+32 544 985 13 39,contact@peinture-dco.be,BE0956108822,BE51 1864 1352 9356,GEBABEBB,assets/logos/business_032.svg
BUS033,Cordonnerie Moderne,Cordonnerie,23 Straat de la Paix,4000,Luik,België,+32 760 582 99 39,contact@cordonnerie-moderne.be,BE0944839454,BE62 8378 2322 2812,GEBABEBB,assets/logos/business_033.svg
BUS034,Horlogerie Précision,Horlogerie,155 Straat du Marché aux Herbes,4100,Seraing,België,+32 554 722 71 74,contact@horlogerie-prcision.be,BE0714309008,BE27 7547 6289 6144,GKCCBEBB,assets/logos/business_034.svg
BUS035,Agence Voyage Pro,Voyage,153 Plein Sainte-Catherine,4000,Luik,België,+32 815 344 38 44,contact@agence-voyage-pro.be,BE0604992957,BE51 3802 3667 4390,BBRUBEBB,assets/logos/business_035.svg
BUS036,Assurances Conseil,Assurance,43 Straat Haute,4000,Luik,België,+32 624 231 16 17,contact@assurances-conseil.be,BE0657980452,BE50 3860 1888 4200,BBRUBEBB,assets/logos/business_036.svg
BUS037,Compta & Gestion,Comptabilité,143 Straat des Bouchers,8800,Roeselare,België,+32 556 163 38 20,contact@compta--gestion.be,BE0724052541,BE79 9457 8674 9476,GEBABEBB,assets/logos/business_037.svg
BUS038,Avocat Associés,Juridique,82 Plein du Grand Sablon,8800,Roeselare,België,+32 604 766 62 20,contact@avocat-associs.be,BE0791633209,BE88 6614 8197 9581,GKCCBEBB,assets/logos/business_038.svg
BUS039,Architecture Design,Architecture,55 Straat de la Paix,8500,Kortrijk,België,+32 430 107 18 31,contact@architecture-design.be,BE0775889499,BE32 5830 1486 9522,BBRUBEBB,assets/logos/business_039.svg
BUS040,Événementiel Pro,Événementiel,130 Straat du Commerce,4000,Luik,België,+32 217 224 26 46,contact@vnementiel-pro.be,BE0797221094,BE78 3795 1452 7418,GEBABEBB,assets/logos/business_040.svgBUS041
BUS042,Segers Logement social,Logement social,40 Laan de la Liberté,Charleroi,6000,België,+32 40 809 124 57,contact@segers-logement-social.be,BE0003820571,BE53 1138 4554 60,BBRUBEBB,assets/logos/business_bus042.svg
BUS043,Lefranc Aménagement intérieur,Aménagement intérieur,29 Boulevard de l'Europe,Hasselt,3500,België,+32 28 796 200 97,contact@lefranc-aménagement-intérieur.be,BE0003430780,BE76 6334 2961 05,KREDBEBB,assets/logos/business_bus043.svg
BUS044,De Smet & Van Damme,Optiek,102 Straat de la Croix,Schaerbeek,1030,België,+32 39 912 556 61,contact@de-smet--van-damme.be,BE0004107703,BE72 0713 2367 81,GEBABEBB,assets/logos/business_bus044.svg
BUS045,OmegaDémolition Belgium,Démolition,28 Plein du Grand Sablon,Rhode-Saint-Genèse,1640,België,+32 90 666 684 76,contact@omegadémolition-belgium.be,BE0001176152,BE30 7589 2611 82,AXABBE22,assets/logos/business_bus045.svg
BUS046,Moreau Fleuriste,Bloemist,115 Boulevard du Midi,Ans,4430,België,+32 93 894 913 68,contact@moreau-fleuriste.be,BE0001641030,BE96 8182 1144 90,KREDBEBB,assets/logos/business_bus046.svg
BUS047,Jacobs Rehabilitation,Rehabilitation,144 Laan des Champs,Rebecq,1430,België,+32 27 823 820 20,contact@jacobs-rehabilitation.be,BE0004179863,BE64 6782 1105 51,KREDBEBB,assets/logos/business_bus047.svg
BUS048,Transport Evere,Vervoer,7 Straat Principale,Woluwe-Saint-Pierre,1150,België,+32 76 957 804 90,contact@transport-evere.be,BE0003251991,BE24 1758 7994 97,BBRUBEBB,assets/logos/business_bus048.svg
BUS049,Mercier & André,Boekhandel,97 Plein du Marché,Namur,5000,België,+32 26 793 630 99,contact@mercier--andré.be,BE0002055073,BE40 1025 9493 31,AXABBE22,assets/logos/business_bus049.svg
BUS050,Wouters Crèche,Crèche,33 Straat de la Victoire,Uccle,1180,België,+32 92 135 951 63,contact@wouters-crèche.be,BE0007452430,BE68 0280 7105 66,GEBABEBB,assets/logos/business_bus050.svg
BUS051,Leroy & Durand,Éducation,55 Boulevard de l'Europe,Mechelen,2800,België,+32 40 787 686 91,contact@leroy--durand.be,BE0002520479,BE03 0179 3855 42,KREDBEBB,assets/logos/business_bus051.svg
BUS052,Eau Elite Agency,Eau,32 Plein Sainte-Catherine,Dilbeek,1700,België,+32 66 949 563 94,contact@eau-elite-agency.be,BE0006864482,BE51 3302 1215 35,BNAGBEBB,assets/logos/business_bus052.svg
BUS053,BioEau Agency,Eau,8 Laan Louise,Ciney,5590,België,+32 70 876 671 34,contact@bioeau-agency.be,BE0008932300,BE55 5655 5434 02,BBRUBEBB,assets/logos/business_bus053.svg
BUS054,Lambert Agriculture,Agriculture,97 Laan de Tervuren,Halle,1500,België,+32 84 207 626 76,contact@lambert-agriculture.be,BE0006024936,BE81 5225 2226 65,KREDBEBB,assets/logos/business_bus054.svg
BUS055,Cyber sécurité Arlon,Cyber sécurité,114 Straat des Sports,Anvers,2000,België,+32 54 457 544 24,contact@cyber-sécurité-arlon.be,BE0002894513,BE03 2518 0133 26,AXABBE22,assets/logos/business_bus055.svg
BUS056,PlusAssociation Solutions,Association,48 Straat des Artisans,Hasselt,3500,België,+32 64 242 747 43,contact@plusassociation-solutions.be,BE0008140656,BE90 1404 1653 57,NICABEBB,assets/logos/business_bus056.svg
BUS057,Électricité domestique Elite Solutions,Électricité domestique,8 Boulevard Léopold,Molenbeek-Saint-Jean,1080,België,+32 89 774 947 77,contact@électricité-domestique-elite-solutions.be,BE0002392223,BE18 1052 9066 81,BBRUBEBB,assets/logos/business_bus057.svg
BUS058,Moreau & Peeters,Aide familiale,74 Straat des Bouchers,Hoeilaart,1560,België,+32 18 982 441 17,contact@moreau--peeters.be,BE0005418609,BE74 7732 1837 64,BNAGBEBB,assets/logos/business_bus058.svg
BUS059,Sécurité Express Concept,Beveiliging,91 Laan des Arts,Saint-Nicolas,9100,België,+32 31 916 692 60,contact@sécurité-express-concept.be,BE0007326464,BE96 0094 1029 97,BBRUBEBB,assets/logos/business_bus059.svg
BUS060,Optique Top Solutions,Optiek,104 Straat Haute,Watermael-Boitsfort,1170,België,+32 86 360 471 24,contact@optique-top-solutions.be,BE0008511649,BE56 5112 6897 25,KREDBEBB,assets/logos/business_bus060.svg
BUS061,Leclercq Énergie,Énergie,65 Straat du Marché aux Herbes,Drogenbos,1620,België,+32 45 432 161 67,contact@leclercq-énergie.be,BE0006337049,BE74 4349 5398 88,KREDBEBB,assets/logos/business_bus061.svg
BUS062,Serrurerie Gosselies,Serrurerie,97 Straat de la Gare,Wavre,1300,België,+32 73 824 206 21,contact@serrurerie-gosselies.be,BE0003726816,BE69 4811 7349 72,GEBABEBB,assets/logos/business_bus062.svg
BUS063,Super Éducation Plus,Éducation,140 Laan des Nations,Gand,9000,België,+32 87 744 411 99,contact@super-éducation-plus.be,BE0005775913,BE41 6619 2506 85,NICABEBB,assets/logos/business_bus063.svg
BUS064,PremierCrèche Services,Crèche,64 Boulevard Léopold,Louvain,3000,België,+32 24 993 552 33,contact@premiercrèche-services.be,BE0007512375,BE39 6113 3206 26,AXABBE22,assets/logos/business_bus064.svg
BUS065,Immobilier Pro Bruxelles,Vastgoed,45 Straat de la Gare,Courtrai,8500,België,+32 35 337 337 41,contact@immobilier-pro-bruxelles.be,BE0003157599,BE06 7431 9021 06,KREDBEBB,assets/logos/business_bus065.svg
BUS066,De Smet & Goossens,Ostéopathie,6 Plein du Marché,Wemmel,1780,België,+32 24 840 518 75,contact@de-smet--goossens.be,BE0008889183,BE90 5971 7097 81,BBRUBEBB,assets/logos/business_bus066.svg
BUS067,Association Auderghem,Association,77 Laan de la Reine,Huy,4500,België,+32 75 608 806 40,contact@association-auderghem.be,BE0004380610,BE15 8444 4807 96,KREDBEBB,assets/logos/business_bus067.svg
BUS068,Lefranc Traiteur,Traiteur,109 Straat du Commerce,Courtrai,8500,België,+32 99 605 532 13,contact@lefranc-traiteur.be,BE0001346214,BE53 2276 8933 81,AXABBE22,assets/logos/business_bus068.svg
BUS069,Maes & Rousseau,Banque,143 Straat de la Gare,Gand,9000,België,+32 77 516 587 76,contact@maes--rousseau.be,BE0002578611,BE96 5884 8865 24,GEBABEBB,assets/logos/business_bus069.svg
BUS070,AlphaÉpicerie Partners,Épicerie,31 Straat du Commerce,Louvain,3000,België,+32 87 114 244 35,contact@alphaépicerie-partners.be,BE0009930259,BE46 6402 0188 04,AXABBE22,assets/logos/business_bus070.svg
BUS071,Sécurité Louvain,Beveiliging,122 Straat de la Paix,Mons,7000,België,+32 25 458 764 40,contact@sécurité-louvain.be,BE0001096780,BE81 8712 6293 87,KREDBEBB,assets/logos/business_bus071.svg
BUS072,Vandenberghe Gaz domestique,Gaz domestique,51 Straat du Pont,Charleroi,6000,België,+32 86 183 972 81,contact@vandenberghe-gaz-domestique.be,BE0005631882,BE49 8817 7332 59,AXABBE22,assets/logos/business_bus072.svg
BUS073,Export Expert Concept,Export,143 Laan de Tervuren,Anvers,2000,België,+32 58 988 930 61,contact@export-expert-concept.be,BE0007235105,BE29 3183 3316 39,KREDBEBB,assets/logos/business_bus073.svg
BUS074,Top Traduction Bruxelles,Traduction,10 Laan de la Liberté,Vilvorde,1800,België,+32 50 992 876 97,contact@top-traduction-bruxelles.be,BE0001187553,BE96 3621 2560 44,GEBABEBB,assets/logos/business_bus074.svg
BUS075,Vincent & Thys,Gaz domestique,139 Laan de la Liberté,Dilbeek,1700,België,+32 89 569 986 60,contact@vincent--thys.be,BE0005419427,BE14 0055 9106 99,BBRUBEBB,assets/logos/business_bus075.svg
BUS076,BioGazdomestique Solutions,Gaz domestique,124 Boulevard Anspach,Evere,1140,België,+32 37 805 579 23,contact@biogazdomestique-solutions.be,BE0006648693,BE64 8357 6568 54,BNAGBEBB,assets/logos/business_bus076.svg
BUS077,Pompes funèbres Super Agency,Pompes funèbres,41 Straat de l'Étuve,Saint-Josse-ten-Noode,1210,België,+32 13 195 573 34,contact@pompes-funèbres-super-agency.be,BE0009017284,BE03 2142 0330 72,BBRUBEBB,assets/logos/business_bus077.svg
BUS078,Max Pompes funèbres Bruxelles,Pompes funèbres,132 Steenweg de Waterloo,Louvain-la-Neuve,1348,België,+32 26 653 909 28,contact@max-pompes-funèbres-bruxelles.be,BE0004906346,BE50 3873 0807 96,KREDBEBB,assets/logos/business_bus078.svg
BUS079,NewAssurance & Co,Assurance,132 Straat de Flandre,Louvain-la-Neuve,1348,België,+32 37 260 331 44,contact@newassurance--co.be,BE0004127197,BE33 6715 9793 32,AXABBE22,assets/logos/business_bus079.svg
BUS080,ApexRecyclage Plus,Recyclage,54 Laan des Arts,Huy,4500,België,+32 33 878 660 90,contact@apexrecyclage-plus.be,BE0005668971,BE31 7704 4014 64,GEBABEBB,assets/logos/business_bus080.svg
BUS081,Hôtel Anvers,Hôtel,148 Steenweg de Waterloo,Bruges,8000,België,+32 43 592 105 13,contact@hôtel-anvers.be,BE0005622125,BE09 8198 1239 87,NICABEBB,assets/logos/business_bus081.svg
BUS082,OmegaÉducation Bruxelles,Éducation,85 Straat de la Croix,Saint-Servais,5002,België,+32 78 768 664 27,contact@omegaéducation-bruxelles.be,BE0006403642,BE00 5136 2157 81,BBRUBEBB,assets/logos/business_bus082.svg
BUS083,Goossens & Van den Berg,Export,6 Straat du Marché aux Herbes,Nivelles,1400,België,+32 18 775 943 53,contact@goossens--van-den-berg.be,BE0007532743,BE81 3396 4896 45,GEBABEBB,assets/logos/business_bus083.svg
BUS084,Eau Apex Bruxelles,Eau,66 Boulevard du Midi,Tournai,7500,België,+32 44 350 318 85,contact@eau-apex-bruxelles.be,BE0007892985,BE02 8173 4723 76,AXABBE22,assets/logos/business_bus084.svg
BUS085,Top Traiteur Agency,Traiteur,65 Laan des Champs,Grimbergen,1850,België,+32 82 127 235 76,contact@top-traiteur-agency.be,BE0007819638,BE79 4122 4973 07,AXABBE22,assets/logos/business_bus085.svg
BUS086,Mertens & Leroy,Piercing,48 Steenweg de Waterloo,Hermée,4680,België,+32 34 820 826 81,contact@mertens--leroy.be,BE0006215590,BE92 7242 9566 17,BBRUBEBB,assets/logos/business_bus086.svg
BUS087,Banque Braine-l'Alleud,Banque,52 Laan de Tervuren,Forest,1190,België,+32 17 673 433 39,contact@banque-braine-l'alleud.be,BE0003844189,BE78 7264 5730 97,BNAGBEBB,assets/logos/business_bus087.svg
BUS088,Électricité domestique Saint-Josse-ten-Noode,Électricité domestique,115 Laan de Tervuren,Evere,1140,België,+32 27 860 930 27,contact@électricité-domestique-saint-josse-ten-noode.be,BE0007661751,BE97 2079 3042 79,BNAGBEBB,assets/logos/business_bus088.svg
BUS089,Rénovation Smart Partners,Rénovation,70 Straat des Écoles,Saint-Josse-ten-Noode,1210,België,+32 25 213 966 75,contact@rénovation-smart-partners.be,BE0006899620,BE98 4350 5925 82,AXABBE22,assets/logos/business_bus089.svg
BUS090,Maes & Declercq,Rehabilitation,96 Straat de l'Étuve,Zaventem,1930,België,+32 37 309 506 55,contact@maes--declercq.be,BE0003429093,BE06 2162 1580 08,BNAGBEBB,assets/logos/business_bus090.svg
BUS091,Verhoeven & Jacobs,Import-Export,66 Steenweg de Waterloo,Tervuren,3080,België,+32 84 138 484 67,contact@verhoeven--jacobs.be,BE0008240584,BE00 7401 5212 23,NICABEBB,assets/logos/business_bus091.svg
BUS092,Inter Santé mentale Solutions,Santé mentale,129 Straat Principale,Bruges,8000,België,+32 77 894 446 91,contact@inter-santé-mentale-solutions.be,BE0004355245,BE57 7612 0536 84,AXABBE22,assets/logos/business_bus092.svg
BUS093,Claes & Wouters,Aide familiale,20 Boulevard Léopold,Liège,4000,België,+32 43 199 199 14,contact@claes--wouters.be,BE0006757650,BE68 8348 3728 29,KREDBEBB,assets/logos/business_bus093.svg
BUS094,Vandenberghe Boucherie,Boucherie,106 Straat de l'Église,Zemst,1980,België,+32 66 565 290 69,contact@vandenberghe-boucherie.be,BE0001811116,BE08 9848 3392 46,KREDBEBB,assets/logos/business_bus094.svg
BUS095,Transport Omega Services,Vervoer,16 Straat du Commerce,Rhode-Saint-Genèse,1640,België,+32 38 903 910 31,contact@transport-omega-services.be,BE0007779884,BE77 1838 5715 01,AXABBE22,assets/logos/business_bus095.svg
BUS096,Vandenberghe & Vandenberghe,Intracommunautaire,113 Straat du Commerce,Hoeilaart,1560,België,+32 22 529 949 87,contact@vandenberghe--vandenberghe.be,BE0006775772,BE83 1914 9893 59,GEBABEBB,assets/logos/business_bus096.svg
BUS097,Aménagement intérieur Expert Plus,Aménagement intérieur,41 Laan des Nations,Jette,1090,België,+32 88 166 785 57,contact@aménagement-intérieur-expert-plus.be,BE0008742537,BE28 6016 5789 11,KREDBEBB,assets/logos/business_bus097.svg
BUS098,AlphaCulture Agency,Culture,108 Straat de la Gare,Courtrai,8500,België,+32 88 331 228 25,contact@alphaculture-agency.be,BE0009117512,BE62 1363 9950 73,AXABBE22,assets/logos/business_bus098.svg
BUS099,Aménagement intérieur Ans,Aménagement intérieur,124 Straat de la Gare,Bruxelles,1000,België,+32 47 473 370 15,contact@aménagement-intérieur-ans.be,BE0005328943,BE49 6928 7316 57,AXABBE22,assets/logos/business_bus099.svg
BUS100,TopCrèche Belgium,Crèche,27 Straat de l'Étuve,Drogenbos,1620,België,+32 65 358 101 73,contact@topcrèche-belgium.be,BE0008052392,BE68 6111 3864 14,KREDBEBB,assets/logos/business_bus100.svg
BUS101,ExpertAgriculture & Co,Agriculture,124 Plein du Marché,Bruxelles,1000,België,+32 87 113 654 58,contact@expertagriculture--co.be,BE0002390698,BE29 6756 6134 52,BNAGBEBB,assets/logos/business_bus101.svg
BUS102,Leclercq Énergie,Énergie,105 Straat de Flandre,Marche-en-Famenne,6900,België,+32 80 246 247 23,contact@leclercq-énergie.be,BE0006940942,BE96 8625 6619 38,GEBABEBB,assets/logos/business_bus102.svg
BUS103,Association First & Co,Association,117 Straat des Artisans,Ixelles,1050,België,+32 56 764 256 55,contact@association-first--co.be,BE0006884288,BE30 2233 2791 93,BBRUBEBB,assets/logos/business_bus103.svg
BUS104,Bernard & Wouters,Électricité domestique,127 Boulevard de l'Europe,Grimbergen,1850,België,+32 57 917 180 77,contact@bernard--wouters.be,BE0006420066,BE42 8958 4389 43,KREDBEBB,assets/logos/business_bus104.svg
BUS105,QualitéVétérinaire Partners,Vétérinaire,9 Straat des Artisans,Huy,4500,België,+32 89 775 995 50,contact@qualitévétérinaire-partners.be,BE0001815894,BE34 9918 7670 17,BBRUBEBB,assets/logos/business_bus105.svg
BUS106,Apex Éducation Concept,Éducation,69 Straat des Écoles,Hoeilaart,1560,België,+32 84 362 858 95,contact@apex-éducation-concept.be,BE0004656955,BE64 7147 0798 80,BBRUBEBB,assets/logos/business_bus106.svg
BUS107,François Événementiel,Événementiel,127 Straat de Flandre,Libramont,6800,België,+32 62 789 477 95,contact@françois-événementiel.be,BE0004951191,BE05 9579 0777 48,GEBABEBB,assets/logos/business_bus107.svg
BUS108,Rehabilitation Expert Solutions,Rehabilitation,104 Boulevard Anspach,Nivelles,1400,België,+32 77 599 200 11,contact@rehabilitation-expert-solutions.be,BE0009515990,BE03 5090 6181 89,NICABEBB,assets/logos/business_bus108.svg
BUS109,Express Assurance Solutions,Assurance,53 Laan de Tervuren,Overijse,3090,België,+32 84 968 328 18,contact@express-assurance-solutions.be,BE0007110818,BE05 9360 3749 88,BNAGBEBB,assets/logos/business_bus109.svg
BUS110,Ostéopathie Inter,Ostéopathie,140 Straat des Sports,Ans,4430,België,+32 48 816 463 26,contact@ostéopathie-inter.be,BE0006065354,BE38 5507 3499 08,BBRUBEBB,assets/logos/business_bus110.svg
BUS111,PlusOstéopathie Agency,Ostéopathie,101 Straat de la Fontaine,Tournai,7500,België,+32 17 114 517 97,contact@plusostéopathie-agency.be,BE0003129470,BE77 6154 0752 42,GEBABEBB,assets/logos/business_bus111.svg
BUS112,Segers Banque,Banque,138 Boulevard Anspach,Hoeilaart,1560,België,+32 78 860 364 88,contact@segers-banque.be,BE0003868677,BE31 1108 6529 52,BBRUBEBB,assets/logos/business_bus112.svg
BUS113,Santé mentale Premier Agency,Santé mentale,103 Boulevard Industriel,Mons,7000,België,+32 99 390 172 16,contact@santé-mentale-premier-agency.be,BE0006508303,BE36 7306 7284 43,NICABEBB,assets/logos/business_bus113.svg
BUS114,Premier Export,Export,40 Straat de la Victoire,Roulers,8800,België,+32 80 399 529 45,contact@premier-export.be,BE0006504649,BE72 1494 5632 82,NICABEBB,assets/logos/business_bus114.svg
BUS115,Lemaître & Peeters,Optiek,84 Plein du Grand Sablon,Nivelles,1400,België,+32 45 384 482 74,contact@lemaître--peeters.be,BE0001464004,BE82 0154 7237 92,BBRUBEBB,assets/logos/business_bus115.svg
BUS116,Leroy & Leclercq,Électricité domestique,147 Laan de Tervuren,Braine-l'Alleud,1420,België,+32 67 702 486 70,contact@leroy--leclercq.be,BE0003557748,BE67 9825 5337 23,BBRUBEBB,assets/logos/business_bus116.svg
BUS117,André Développement logiciel,Développement logiciel,74 Straat de la Victoire,Ans,4430,België,+32 90 390 179 19,contact@andré-développement-logiciel.be,BE0005182909,BE26 9741 6071 53,BBRUBEBB,assets/logos/business_bus117.svg
BUS118,Verhoeven & Bertrand,Démolition,99 Straat des Écoles,Dilbeek,1700,België,+32 69 382 279 21,contact@verhoeven--bertrand.be,BE0003655297,BE75 2088 7592 64,GEBABEBB,assets/logos/business_bus118.svg
BUS119,First Démolition Services,Démolition,17 Laan de Tervuren,Bastogne,6600,België,+32 57 983 256 11,contact@first-démolition-services.be,BE0001015459,BE45 7232 3940 40,BNAGBEBB,assets/logos/business_bus119.svg
BUS120,Eau Saint-Nicolas,Eau,29 Steenweg de Waterloo,Tervuren,3080,België,+32 42 760 687 46,contact@eau-saint-nicolas.be,BE0001864550,BE00 1360 5372 03,BNAGBEBB,assets/logos/business_bus120.svg
BUS121,Immobilier Mons,Vastgoed,51 Boulevard de l'Europe,Molenbeek-Saint-Jean,1080,België,+32 53 412 784 23,contact@immobilier-mons.be,BE0006298849,BE86 9948 2774 19,BBRUBEBB,assets/logos/business_bus121.svg
BUS122,Max Rénovation Services,Rénovation,9 Straat Antoine Dansaert,Genk,3600,België,+32 32 754 779 23,contact@max-rénovation-services.be,BE0003576481,BE37 7481 8207 49,AXABBE22,assets/logos/business_bus122.svg
BUS123,Eau Uccle,Eau,34 Boulevard Industriel,Overijse,3090,België,+32 75 458 751 61,contact@eau-uccle.be,BE0003941477,BE82 5451 3526 70,GEBABEBB,assets/logos/business_bus123.svg
BUS124,ProCordonnerie Partners,Cordonnerie,126 Straat de la Fontaine,Wavre,1300,België,+32 44 208 826 64,contact@procordonnerie-partners.be,BE0006124076,BE97 9150 1680 47,BNAGBEBB,assets/logos/business_bus124.svg
